"A","ProductName","InArea","Mba","ProductSerialNumber","commodity","AnnualConsumption","StartDate","ContractDuration","OrderDate","Status","PriceGuaranteeUntil","PriceValidSince","PriceChangePlanned","OrigBaseCosts","OrigKwhCosts","OrigKwhMargin","OrigbaseMargin","CurrentBasePriceNet","CurrentKwhPriceNet","CatalogBasePrice","CatalogKwhPrice","CurrentBaseCosts","CurrentKwhCosts","CurrentKwhMargin","CurrentBaseMargin","BaseNewPriceProposed","KwhNewPriceProposed","NewPriceInclude","NewPriceStartdate","CurrentBaseTargetMargin","CurrentKwhTargetMargin","error"
"A2","EASY","False","en-6159561171","ev-mtpbo9792","gas",2345,"2021-05-14","2021-05-14 00:00:00","2021-10-14","active","2021-05-14 00:00:00","2021-04-01","False",83.0313,0.039699,0.00495,39.6,122.6313,0.044649,168.4485,0.147015,128.8485,0.0435798,0.0010692,-6.21719999999999,168.4485,0.04851,,,39.6,0.103455,
"A2","EASY","False","en-6159561171","ev-fcfxo0102","power",2345,"2021-05-14","2021-05-14 00:00:00","2021-10-14","active","2021-05-14 00:00:00","2021-04-01","False",84.192,0.2121696,0.02016,24,108.192,0.23232,113.1168,0.351456,86.8224,0.1950048,0.0373152,21.3696,110.8224,0.215136,,,26.2944,0.15648,
"A2","EASY","False","en-3852982457","ev-zgfpv7895","power",2345,"2021-06-01","2021-06-01 00:00:00","2021-10-14","active","2021-06-01 00:00:00","2021-04-01","False",93.839,0.2364807,0.02247,26.75,120.589,0.25894,126.0781,0.391727,96.7708,0.2173491,0.0415909,23.8182,123.5208,0.239787,,,29.3073,0.17441,
"A2","EASY","False","en-3852982457","ev-rqxmu3062","gas",2345,"2021-06-01","2021-06-01 00:00:00","2021-10-14","active","2021-06-01 00:00:00","2021-04-01","False",96.4505,0.046115,0.00575,46,142.4505,0.051865,195.6725,0.170775,149.6725,0.050623,0.001242,-7.22199999999998,195.6725,0.05635,,,46,0.120175,
"A2",18,"False","en-5577600637","ev-othhr8991","power",2345,"2020-10-16","2022-04-15 00:00:00","2021-10-15","active","2022-04-15 00:00:00","2021-06-08","False",78.93,0.198909,0.01125,13.5,92.43,0.21015,97.047,0.34479,81.396,0.182817,0.027333,11.034,94.896,0.19404,,,15.651,0.162,
"A2",18,"False","en-5577600637","ev-xxvvy4225","gas",2345,"2020-10-16","2022-04-15 00:00:00","2021-10-15","active","2022-04-15 00:00:00","2021-06-08","False",88.9022,0.042506,0.00371,33.92,122.8222,0.046216,171.879,0.16907,137.959,0.0466612,-0.0004452,-15.1368,171.879,0.05035,,,33.92,0.12243,
"A2","EASY","False","en-6077997317","ev-zekwt4934","power",2345,"2021-06-15","2021-06-15 00:00:00","2021-10-15","active","2021-06-15 00:00:00","2021-04-01","False",84.192,0.2121696,0.02016,24,108.192,0.23232,113.1168,0.351456,86.8224,0.1950048,0.0373152,21.3696,110.8224,0.215136,,,26.2944,0.15648,
"A2","EASY","False","en-3660242300","ev-disva3914","power",2345,"2021-10-30","2021-10-30 00:00:00","2021-10-15","active","2021-10-30 00:00:00","2021-04-01","False",94.716,0.2386908,0.02268,27,121.716,0.26136,127.2564,0.395388,97.6752,0.2193804,0.0419796,24.0408,124.6752,0.242028,,,29.5812,0.17604,
"A2","EASY","False","en-8489494594","ev-sdzca5244","power",2345,"2021-10-30","2021-10-30 00:00:00","2021-10-15","active","2021-10-30 00:00:00","2021-04-01","False",77.176,0.1944888,0.01848,22,99.176,0.21296,103.6904,0.322168,79.5872,0.1787544,0.0342056,19.5888,101.5872,0.197208,,,24.1032,0.14344,
"A2","EASY","False","en-8902114027","ev-bbirx9978","power",2345,"2021-04-15","2021-04-15 00:00:00","2021-10-15","active","2021-04-15 00:00:00","2021-04-01","False",95.593,0.2409009,0.02289,27.25,122.843,0.26378,128.4347,0.399049,98.5796,0.2214117,0.0423683,24.2634,125.8296,0.244269,,,29.8551,0.17767,
"A2","EASY","False","en-5633849657","ev-xvppj7938","power",2345,"2021-04-15","2021-04-15 00:00:00","2021-10-15","active","2021-04-15 00:00:00","2021-04-01","False",89.454,0.2254302,0.02142,25.5,114.954,0.24684,120.1866,0.373422,92.2488,0.2071926,0.0396474,22.7052,117.7488,0.228582,,,27.9378,0.16626,
"A2","EASY","False","en-2091272811","ev-exkrm1763","power",2345,"2021-04-15","2021-04-15 00:00:00","2021-10-15","active","2021-04-15 00:00:00","2021-04-01","False",95.593,0.2409009,0.02289,27.25,122.843,0.26378,128.4347,0.399049,98.5796,0.2214117,0.0423683,24.2634,125.8296,0.244269,,,29.8551,0.17767,
"A2","EASY","False","en-0176091080","ev-zxhpb4497","power",2345,"2021-10-30","2021-10-30 00:00:00","2021-10-15","active","2021-10-30 00:00:00","2021-04-01","False",78.93,0.198909,0.0189,22.5,101.43,0.2178,106.047,0.32949,81.396,0.182817,0.034983,20.034,103.896,0.20169,,,24.651,0.1467,
"A2","EASY","False","en-9556994185","ev-dsxvh4784","gas",2345,"2021-10-15","2021-10-15 00:00:00","2021-10-15","active","2021-10-15 00:00:00","2021-04-01","False",72.9669,0.034887,0.00435,34.8,107.7669,0.039237,148.0305,0.129195,113.2305,0.0382974,0.0009396,-5.4636,148.0305,0.04263,,,34.8,0.090915,
"A2","EASY","False","en-1659930729","ev-powki6621","power",2345,"2021-04-15","2021-04-15 00:00:00","2021-10-15","active","2021-04-15 00:00:00","2021-04-01","False",84.192,0.2121696,0.02016,24,108.192,0.23232,113.1168,0.351456,86.8224,0.1950048,0.0373152,21.3696,110.8224,0.215136,,,26.2944,0.15648,
"A2","EASY","False","en-4455304701","ev-balyd4496","power",2345,"2021-04-15","2021-04-15 00:00:00","2021-10-15","active","2021-04-15 00:00:00","2021-04-01","False",74.545,0.1878585,0.01785,21.25,95.795,0.2057,100.1555,0.311185,76.874,0.1726605,0.0330395,18.921,98.124,0.190485,,,23.2815,0.13855,
"A2","EASY","False","en-0091072363","ev-ohlwg3762","power",2345,"2021-06-15","2021-06-15 00:00:00","2021-10-15","active","2021-06-15 00:00:00","2021-04-01","False",76.299,0.1922787,0.01827,21.75,98.049,0.21054,102.5121,0.318507,78.6828,0.1767231,0.0338169,19.3662,100.4328,0.194967,,,23.8293,0.14181,
"A2","EASY","False","en-5895361433","ev-gogmf0181","power",2345,"2021-06-15","2021-06-15 00:00:00","2021-10-15","active","2021-06-15 00:00:00","2021-04-01","False",79.807,0.2011191,0.01911,22.75,102.557,0.22022,107.2253,0.333151,82.3004,0.1848483,0.0353717,20.2566,105.0504,0.203931,,,24.9249,0.14833,
"A2",18,"False","en-0695124081","ev-bduhb3550","power",2345,"2021-10-15","2023-04-14 00:00:00","2021-10-15","active","2023-04-14 00:00:00","2021-06-08","False",74.545,0.1878585,0.010625,12.75,87.295,0.198475,91.6555,0.325635,76.874,0.1726605,0.0258145,10.421,89.624,0.18326,,,14.7815,0.153,
"A2","EASY","False","en-4501229324","ev-kbyek7241","power",2345,"2021-04-15","2021-04-15 00:00:00","2021-10-15","active","2021-04-15 00:00:00","2021-04-01","False",88.577,0.2232201,0.02121,25.25,113.827,0.24442,119.0083,0.369761,91.3444,0.2051613,0.0392587,22.4826,116.5944,0.226341,,,27.6639,0.16463,
"A2","EASY","False","en-6090580785","ev-gytwe5491","power",2345,"2021-04-15","2021-04-15 00:00:00","2021-10-15","active","2021-04-15 00:00:00","2021-04-01","False",78.93,0.198909,0.0189,22.5,101.43,0.2178,106.047,0.32949,81.396,0.182817,0.034983,20.034,103.896,0.20169,,,24.651,0.1467,
"A2","EASY","False","en-9835675043","ev-evtbe7771","power",2345,"2021-06-15","2021-06-15 00:00:00","2021-10-15","active","2021-06-15 00:00:00","2021-04-01","False",88.577,0.2232201,0.02121,25.25,113.827,0.24442,119.0083,0.369761,91.3444,0.2051613,0.0392587,22.4826,116.5944,0.226341,,,27.6639,0.16463,
"A2","EASY","False","en-4780372944","ev-lrdwb1737","power",2345,"2021-06-15","2021-06-15 00:00:00","2021-10-15","active","2021-06-15 00:00:00","2021-04-01","False",78.053,0.1966989,0.01869,22.25,100.303,0.21538,104.8687,0.325829,80.4916,0.1807857,0.0345943,19.8114,102.7416,0.199449,,,24.3771,0.14507,
"A2",18,"False","en-0513066290","ev-oloqe6334","power",2345,"2021-08-02","2023-01-30 00:00:00","2021-10-15","active","2023-01-30 00:00:00","2021-06-08","False",81.561,0.2055393,0.011625,13.95,95.511,0.217155,100.2819,0.356283,84.1092,0.1889109,0.0282441,11.4018,98.0592,0.200508,,,16.1727,0.1674,
"A2","EASY","False","en-4774451910","ev-dgbku4706","power",2345,"2021-06-15","2021-06-15 00:00:00","2021-10-15","active","2021-06-15 00:00:00","2021-04-01","False",94.716,0.2386908,0.02268,27,121.716,0.26136,127.2564,0.395388,97.6752,0.2193804,0.0419796,24.0408,124.6752,0.242028,,,29.5812,0.17604,
"A2",12,"False","en-1944414570","ev-xkpqn6282","power",2345,"2021-07-01","2022-06-30 00:00:00","2021-10-15","active","2022-06-30 00:00:00","2021-04-01","False",80.684,0.2033292,0.00414,13.8,94.484,0.20746,99.2036,0.344172,83.2048,0.1868796,0.0205804,11.2792,97.0048,0.190992,,,15.9988,0.15732,
"A2",12,"False","en-1944414570","ev-wjnwu3275","gas",2345,"2021-07-01","2022-06-30 00:00:00","2021-10-15","active","2022-06-30 00:00:00","2021-04-01","False",71.2895,0.034085,0.001275,27.2,98.4895,0.03536,137.8275,0.128775,110.6275,0.037417,-0.002057,-12.138,137.8275,0.038675,,,27.2,0.091375,
"A2",18,"False","en-3975884689","ev-qdoxi5710","power",2345,"2022-10-28","2024-04-26 00:00:00","2021-10-15","active","2024-04-26 00:00:00","2021-06-08","False",86.823,0.2187999,0.012375,14.85,101.673,0.231165,106.7517,0.379269,89.5356,0.2010987,0.0300663,12.1374,104.3856,0.213444,,,17.2161,0.1782,
"A2","EASY","False","en-4565107598","ev-ebbod5748","power",2345,"2021-06-15","2021-06-15 00:00:00","2021-10-15","active","2021-06-15 00:00:00","2021-04-01","False",99.101,0.2497413,0.02373,28.25,127.351,0.27346,133.1479,0.413693,102.1972,0.2295369,0.0439231,25.1538,130.4472,0.253233,,,30.9507,0.18419,
"A2",18,"False","en-3975884689","ev-ibzkn1696","gas",2345,"2021-10-16","2023-04-15 00:00:00","2021-10-15","active","2023-04-15 00:00:00","2021-06-08","False",77.9991,0.037293,0.003255,29.76,107.7591,0.040548,150.7995,0.148335,121.0395,0.0409386,-0.0003906,-13.2804,150.7995,0.044175,,,29.76,0.107415,
"A2","EASY","False","en-8852130585","ev-hddlq1748","power",2345,"2021-04-15","2021-04-15 00:00:00","2021-10-15","active","2021-04-15 00:00:00","2021-04-01","False",81.561,0.2055393,0.01953,23.25,104.811,0.22506,109.5819,0.340473,84.1092,0.1889109,0.0361491,20.7018,107.3592,0.208413,,,25.4727,0.15159,
"A2","EASY","False","en-1039051394","ev-jxnac6468","power",2345,"2021-04-15","2021-04-15 00:00:00","2021-10-15","active","2021-04-15 00:00:00","2021-04-01","False",97.347,0.2453211,0.02331,27.75,125.097,0.26862,130.7913,0.406371,100.3884,0.2254743,0.0431457,24.7086,128.1384,0.248751,,,30.4029,0.18093,
"A2","EASY","False","en-8510662821","ev-psrmw4955","power",2345,"2021-04-15","2021-04-15 00:00:00","2021-10-15","active","2021-04-15 00:00:00","2021-04-01","False",97.347,0.2453211,0.02331,27.75,125.097,0.26862,130.7913,0.406371,100.3884,0.2254743,0.0431457,24.7086,128.1384,0.248751,,,30.4029,0.18093,
"A2","EASY","False","en-3040211991","ev-yyolt7266","power",2345,"2021-06-15","2021-06-15 00:00:00","2021-10-15","active","2021-06-15 00:00:00","2021-04-01","False",87.7,0.22101,0.021,25,112.7,0.242,117.83,0.3661,90.44,0.20313,0.03887,22.26,115.44,0.2241,,,27.39,0.163,
"A2",18,"False","en-6480073268","ev-nupzd1185","power",2345,"2020-10-19","2022-04-18 00:00:00","2021-10-18","active","2022-04-18 00:00:00","2021-06-08","False",94.716,0.2386908,0.0135,16.2,110.916,0.25218,116.4564,0.413748,97.6752,0.2193804,0.0327996,13.2408,113.8752,0.232848,,,18.7812,0.1944,
"A2",18,"False","en-6480073268","ev-itccm5138","gas",2345,"2020-10-19","2022-04-18 00:00:00","2021-10-18","active","2022-04-18 00:00:00","2021-06-08","False",87.2248,0.041704,0.00364,33.28,120.5048,0.045344,168.636,0.16588,135.356,0.0457808,-0.0004368,-14.8512,168.636,0.0494,,,33.28,0.12012,
"A2","EASY","False","en-0872164462","ev-zhqjj8259","power",2345,"2021-04-18","2021-04-18 00:00:00","2021-10-18","active","2021-04-18 00:00:00","2021-04-01","False",99.101,0.2497413,0.02373,28.25,127.351,0.27346,133.1479,0.413693,102.1972,0.2295369,0.0439231,25.1538,130.4472,0.253233,,,30.9507,0.18419,
"A2","EASY","False","en-2653230892","ev-oytcv6615","power",2345,"2021-04-18","2021-04-18 00:00:00","2021-10-18","active","2021-04-18 00:00:00","2021-04-01","False",91.208,0.2298504,0.02184,26,117.208,0.25168,122.5432,0.380744,94.0576,0.2112552,0.0404248,23.1504,120.0576,0.233064,,,28.4856,0.16952,
"A2",18,"False","en-9797683142","ev-uwssi8559","power",2345,"2020-10-19","2022-04-18 00:00:00","2021-10-18","active","2022-04-18 00:00:00","2021-06-08","False",89.454,0.2254302,0.01275,15.3,104.754,0.23817,109.9866,0.390762,92.2488,0.2071926,0.0309774,12.5052,107.5488,0.219912,,,17.7378,0.1836,
"A2",18,"False","en-9797683142","ev-eqvgg9743","gas",2345,"2020-10-19","2022-04-18 00:00:00","2021-10-18","active","2022-04-18 00:00:00","2021-06-08","False",85.5474,0.040902,0.00357,32.64,118.1874,0.044472,165.393,0.16269,132.753,0.0449004,-0.0004284,-14.5656,165.393,0.04845,,,32.64,0.11781,
"A2","EASY","False","en-2994025860","ev-kjxxy4205","power",2345,"2021-11-09","2021-11-09 00:00:00","2021-10-18","active","2021-11-09 00:00:00","2021-04-01","False",78.93,0.198909,0.0189,22.5,101.43,0.2178,106.047,0.32949,81.396,0.182817,0.034983,20.034,103.896,0.20169,,,24.651,0.1467,
"A2",12,"False","en-2994025860","ev-xovfw6368","gas",2345,"2021-11-09","2022-11-08 00:00:00","2021-10-18","active","2022-11-08 00:00:00","2021-04-01","False",90.5796,0.043308,0.00162,34.56,125.1396,0.044928,175.122,0.16362,140.562,0.0475416,-0.0026136,-15.4224,175.122,0.04914,,,34.56,0.1161,
"A2","EASY","False","en-3228687533","ev-akbeu0334","power",2345,"2021-10-21","2021-10-21 00:00:00","2021-10-18","active","2021-10-21 00:00:00","2021-04-01","False",99.101,0.2497413,0.02373,28.25,127.351,0.27346,133.1479,0.413693,102.1972,0.2295369,0.0439231,25.1538,130.4472,0.253233,,,30.9507,0.18419,
"A2","EASY","False","en-3228687533","ev-vxqrr6956","gas",2345,"2021-10-21","2021-10-21 00:00:00","2021-10-18","active","2021-10-21 00:00:00","2021-04-01","False",78.8378,0.037694,0.0047,37.6,116.4378,0.042394,159.941,0.13959,122.341,0.0413788,0.0010152,-5.9032,159.941,0.04606,,,37.6,0.09823,
"A2","EASY","False","en-7563779094","ev-hxoos6137","power",2345,"2021-08-09","2021-08-09 00:00:00","2021-10-18","active","2021-08-09 00:00:00","2021-04-01","False",98.224,0.2475312,0.02352,28,126.224,0.27104,131.9696,0.410032,101.2928,0.2275056,0.0435344,24.9312,129.2928,0.250992,,,30.6768,0.18256,
"A2","EASY","False","en-1801627033","ev-bdllh4718","gas",2345,"2021-05-05","2021-05-05 00:00:00","2021-10-18","active","2021-05-05 00:00:00","2021-04-01","False",90.5796,0.043308,0.0054,43.2,133.7796,0.048708,183.762,0.16038,140.562,0.0475416,0.0011664,-6.7824,183.762,0.05292,,,43.2,0.11286,
"A2","EASY","False","en-6719840941","ev-uaoqo9427","power",2345,"2021-04-18","2021-04-18 00:00:00","2021-10-18","active","2021-04-18 00:00:00","2021-04-01","False",85.946,0.2165898,0.02058,24.5,110.446,0.23716,115.4734,0.358778,88.6312,0.1990674,0.0380926,21.8148,113.1312,0.219618,,,26.8422,0.15974,
"A2","EASY","False","en-2206797165","ev-eyhfj6095","power",2345,"2021-04-18","2021-04-18 00:00:00","2021-10-18","active","2021-04-18 00:00:00","2021-04-01","False",76.299,0.1922787,0.01827,21.75,98.049,0.21054,102.5121,0.318507,78.6828,0.1767231,0.0338169,19.3662,100.4328,0.194967,,,23.8293,0.14181,
"A2","EASY","False","en-8252521821","ev-pkluc3282","power",2345,"2021-04-18","2021-04-18 00:00:00","2021-10-18","active","2021-04-18 00:00:00","2021-04-01","False",80.684,0.2033292,0.01932,23,103.684,0.22264,108.4036,0.336812,83.2048,0.1868796,0.0357604,20.4792,106.2048,0.206172,,,25.1988,0.14996,
"A2",18,"False","en-7556488398","ev-gkvew3052","power",2345,"2020-10-19","2022-04-18 00:00:00","2021-10-18","active","2022-04-18 00:00:00","2021-06-08","False",82.438,0.2077494,0.01175,14.1,96.538,0.21949,101.3602,0.360114,85.0136,0.1909422,0.0285478,11.5244,99.1136,0.202664,,,16.3466,0.1692,
"A2",18,"False","en-7556488398","ev-pgzdy0800","gas",2345,"2020-10-19","2022-04-18 00:00:00","2021-10-18","active","2022-04-18 00:00:00","2021-06-08","False",89.7409,0.042907,0.003745,34.24,123.9809,0.046652,173.5005,0.170665,139.2605,0.0471014,-0.0004494,-15.2796,173.5005,0.050825,,,34.24,0.123585,
"A2","EASY","False","en-0217793199","ev-lemzh1463","power",2345,"2021-11-09","2021-11-09 00:00:00","2021-10-18","active","2021-11-09 00:00:00","2021-04-01","False",93.839,0.2364807,0.02247,26.75,120.589,0.25894,126.0781,0.391727,96.7708,0.2173491,0.0415909,23.8182,123.5208,0.239787,,,29.3073,0.17441,
"A2",12,"False","en-0217793199","ev-axkov4718","gas",2345,"2021-11-09","2022-11-08 00:00:00","2021-10-18","active","2022-11-08 00:00:00","2021-04-01","False",84.7087,0.040501,0.001515,32.32,117.0287,0.042016,163.7715,0.153015,131.4515,0.0444602,-0.0024442,-14.4228,163.7715,0.045955,,,32.32,0.108575,
"A2","EASY","False","en-7870525883","ev-zevgp4730","power",2345,"2021-10-18","2021-10-18 00:00:00","2021-10-18","active","2021-10-18 00:00:00","2021-04-01","False",75.422,0.1900686,0.01806,21.5,96.922,0.20812,101.3338,0.314846,77.7784,0.1746918,0.0334282,19.1436,99.2784,0.192726,,,23.5554,0.14018,
"A2","EASY","False","en-9788551795","ev-nbylj6369","gas",2345,"2021-10-18","2021-10-18 00:00:00","2021-10-18","active","2021-10-18 00:00:00","2021-04-01","False",75.483,0.03609,0.0045,36,111.483,0.04059,153.135,0.13365,117.135,0.039618,0.000972,-5.652,153.135,0.0441,,,36,0.09405,
"A2","EASY","False","en-9788551795","ev-trwce1616","power",2345,"2021-10-18","2021-10-18 00:00:00","2021-10-18","active","2021-10-18 00:00:00","2021-04-01","False",90.331,0.2276403,0.02163,25.75,116.081,0.24926,121.3649,0.377083,93.1532,0.2092239,0.0400361,22.9278,118.9032,0.230823,,,28.2117,0.16789,
"A2",12,"False","en-2074075116","ev-zitrv4615","gas",2345,"2021-07-01","2022-06-30 00:00:00","2021-10-18","active","2022-06-30 00:00:00","2021-04-01","False",83.0313,0.039699,0.001485,31.68,114.7113,0.041184,160.5285,0.149985,128.8485,0.0435798,-0.0023958,-14.1372,160.5285,0.045045,,,31.68,0.106425,
"A2",12,"False","en-2074075116","ev-siwkr2426","power",2345,"2021-07-01","2022-06-30 00:00:00","2021-10-18","active","2022-06-30 00:00:00","2021-04-01","False",76.299,0.1922787,0.003915,13.05,89.349,0.196185,93.8121,0.325467,78.6828,0.1767231,0.0194619,10.6662,91.7328,0.180612,,,15.1293,0.14877,
"A2",18,"False","en-1798667281","ev-xictm3476","power",2345,"2021-10-18","2023-04-17 00:00:00","2021-10-18","active","2023-04-17 00:00:00","2021-06-08","False",81.5052,0.2099103,0.011625,8.37,89.8752,0.221526,89.8752,0.33945,83.421,0.1888179,0.0327081,6.4542,91.791,0.200415,,,6.4542,0.15066,
"A2","EASY","False","en-2848029563","ev-xmhlc0936","power",2345,"2021-10-29","2021-10-29 00:00:00","2021-10-19","active","2021-10-29 00:00:00","2021-10-19","False",96.47,0.243111,0.0396,33,129.47,0.2827,129.613,0.40271,99.484,0.223443,0.059257,29.986,132.484,0.26301,,,30.129,0.1793,
"A2","EASY","False","en-6872630956","ev-okckf7350","power",2345,"2021-10-29","2021-10-29 00:00:00","2021-10-19","active","2021-10-29 00:00:00","2021-10-19","False",84.192,0.2121696,0.03456,28.8,112.992,0.24672,113.1168,0.351456,86.8224,0.1950048,0.0517152,26.1696,115.6224,0.229536,,,26.2944,0.15648,
"A2","EASY","False","en-7087264763","ev-aqqaa7357","power",2345,"2021-10-29","2021-10-29 00:00:00","2021-10-19","active","2021-10-29 00:00:00","2021-10-19","False",92.085,0.2320605,0.0378,31.5,123.585,0.26985,123.7215,0.384405,94.962,0.2132865,0.0565635,28.623,126.462,0.251055,,,28.7595,0.17115,
"A2","EASY","False","en-5781173769","ev-pnncz7255","power",2345,"2021-10-29","2021-10-29 00:00:00","2021-10-19","active","2021-10-29 00:00:00","2021-10-19","False",98.224,0.2475312,0.04032,33.6,131.824,0.28784,131.9696,0.410032,101.2928,0.2275056,0.0603344,30.5312,134.8928,0.267792,,,30.6768,0.18256,
"A2",18,"False","en-7876585824","ev-uphga8497","power",2345,"2020-10-20","2022-04-19 00:00:00","2021-10-19","active","2022-04-19 00:00:00","2021-10-19","False",77.176,0.1944888,0.0242,17.6,94.776,0.21868,94.8904,0.337128,79.5872,0.1787544,0.0399256,15.1888,97.1872,0.202928,,,15.3032,0.1584,
"A2",18,"False","en-7876585824","ev-bzmvd1269","gas",2345,"2020-10-20","2022-04-19 00:00:00","2021-10-19","active","2022-04-19 00:00:00","2021-10-19","False",80.5152,0.038496,0.03216,30.72,111.2352,0.070656,155.664,0.15312,124.944,0.0422592,0.0283968,-13.7088,155.664,0.0744,,,30.72,0.11088,
"A2",18,"False","en-3845964414","ev-fyqkf6314","power",2345,"2020-10-20","2022-04-19 00:00:00","2021-10-19","active","2022-04-19 00:00:00","2021-10-19","False",78.93,0.198909,0.02475,18,96.93,0.22365,97.047,0.34479,81.396,0.182817,0.040833,15.534,99.396,0.20754,,,15.651,0.162,
"A2",18,"False","en-3845964414","ev-zuwxm7158","gas",2345,"2020-10-20","2022-04-19 00:00:00","2021-10-19","active","2022-04-19 00:00:00","2021-10-19","False",92.257,0.04411,0.03685,35.2,127.457,0.08096,178.365,0.17545,143.165,0.048422,0.032538,-15.708,178.365,0.08525,,,35.2,0.12705,
"A2",18,"False","en-3050688922","ev-udpfi8222","power",2345,"2020-10-20","2022-04-19 00:00:00","2021-10-19","active","2022-04-19 00:00:00","2021-10-19","False",78.93,0.198909,0.02475,18,96.93,0.22365,97.047,0.34479,81.396,0.182817,0.040833,15.534,99.396,0.20754,,,15.651,0.162,
"A2","EASY","False","en-7079760497","ev-ywtti4434","gas",2345,"2021-01-01","2021-01-01 00:00:00","2021-07-13","active","2021-01-01 00:00:00","2021-04-01","False",84.7087,0.040501,0.00505,40.4,125.1087,0.045551,171.8515,0.149985,131.4515,0.0444602,0.0010908,-6.34280000000001,171.8515,0.04949,,,40.4,0.105545,
"A2",18,"False","en-3050688922","ev-eguwb5067","gas",2345,"2020-10-20","2022-04-19 00:00:00","2021-10-19","active","2022-04-19 00:00:00","2021-10-19","False",92.257,0.04411,0.03685,35.2,127.457,0.08096,178.365,0.17545,143.165,0.048422,0.032538,-15.708,178.365,0.08525,,,35.2,0.12705,
"A2",18,"False","en-4096399862","ev-udcgf7655","power",2345,"2021-08-11","2023-02-08 00:00:00","2021-08-11","active","2023-02-08 00:00:00","2021-06-08","False",80.6288,0.2002932,0.0115,8.28,88.9088,0.211784,88.9088,0.32844,82.524,0.1794276,0.0323564,6.3848,90.804,0.1909,,,6.3848,0.14904,
"A2",18,"False","en-2148887868","ev-tvjbd5237","gas",2345,"2021-05-17","2022-11-14 00:00:00","2021-07-13","active","2022-11-14 00:00:00","2021-06-08","False",83.0313,0.039699,0.003465,31.68,114.7113,0.043164,160.5285,0.157905,128.8485,0.0435798,-0.0004158,-14.1372,160.5285,0.047025,,,31.68,0.114345,
"A2",18,"False","en-2148887868","ev-azegi0056","power",2345,"2021-05-17","2022-11-14 00:00:00","2021-07-13","active","2022-11-14 00:00:00","2021-06-08","False",91.208,0.2298504,0.013,15.6,106.808,0.24284,112.1432,0.398424,94.0576,0.2112552,0.0315848,12.7504,109.6576,0.224224,,,18.0856,0.1872,
"A2","EASY","False","en-8215647218","ev-edpbd3194","gas",2345,"2021-05-12","2021-05-12 00:00:00","2021-06-02","active","2021-05-12 00:00:00","2021-04-01","False",72.1282,0.034486,0.0043,34.4,106.5282,0.038786,146.329,0.12771,111.929,0.0378572,0.0009288,-5.4008,146.329,0.04214,,,34.4,0.08987,
"A2",18,"False","en-0310313135","ev-duiga4401","power",2345,"2021-06-01","2022-11-29 00:00:00","2021-07-26","active","2022-11-29 00:00:00","2021-06-08","False",78.053,0.1966989,0.011125,13.35,91.403,0.207815,95.9687,0.340959,80.4916,0.1807857,0.0270293,10.9114,93.8416,0.191884,,,15.4771,0.1602,
"A2","EASY","False","en-4635362504","ev-zoglb5237","power",2345,"2021-04-19","2021-04-19 00:00:00","2021-10-19","active","2021-04-19 00:00:00","2021-10-19","False",89.454,0.2254302,0.03672,30.6,120.054,0.26214,120.1866,0.373422,92.2488,0.2071926,0.0549474,27.8052,122.8488,0.243882,,,27.9378,0.16626,
"A2","EASY","False","en-5606326550","ev-pcuvc5660","power",2345,"2021-04-19","2021-04-19 00:00:00","2021-10-19","active","2021-04-19 00:00:00","2021-10-19","False",99.101,0.2497413,0.04068,33.9,133.001,0.29041,133.1479,0.413693,102.1972,0.2295369,0.0608731,30.8038,136.0972,0.270183,,,30.9507,0.18419,
"A2","EASY","False","en-2764673055","ev-tzbhh0446","power",2345,"2021-04-19","2021-04-19 00:00:00","2021-10-19","active","2021-04-19 00:00:00","2021-10-19","False",87.7,0.22101,0.036,30,117.7,0.257,117.83,0.3661,90.44,0.20313,0.05387,27.26,120.44,0.2391,,,27.39,0.163,
"A2",18,"False","en-7819880357","ev-acyxi8759","gas",2345,"2021-10-19","2023-04-18 00:00:00","2021-10-19","active","2023-04-18 00:00:00","2021-10-19","False",91.4183,0.043709,0.036515,34.88,126.2983,0.080224,176.7435,0.173855,141.8635,0.0479818,0.0322422,-15.5652,176.7435,0.084475,,,34.88,0.125895,
"A2",18,"False","en-7819880357","ev-svosl2454","power",2345,"2021-10-19","2023-04-18 00:00:00","2021-10-19","active","2023-04-18 00:00:00","2021-10-19","False",99.978,0.2519514,0.03135,22.8,122.778,0.28329,122.9262,0.436734,103.1016,0.2315682,0.0517218,19.6764,125.9016,0.262884,,,19.8246,0.2052,
"A2",18,"False","en-8226137092","ev-fgckw9421","gas",2345,"2022-10-06","2024-04-04 00:00:00","2021-10-19","active","2024-04-04 00:00:00","2021-10-19","False",78.8378,0.037694,0.03149,30.08,108.9178,0.069184,152.421,0.14993,122.341,0.0413788,0.0278052,-13.4232,152.421,0.07285,,,30.08,0.10857,
"A2","EASY","False","en-5800045626","ev-risln6728","power",2345,"2021-09-01","2021-09-01 00:00:00","2021-10-19","active","2021-09-01 00:00:00","2021-10-19","False",96.47,0.243111,0.0396,33,129.47,0.2827,129.613,0.40271,99.484,0.223443,0.059257,29.986,132.484,0.26301,,,30.129,0.1793,
